,Abstract,Author,Date,Jornal,Keywords,Title
224,"The field of large vocabulary, continuous-speech recognition has advanced to the point where there are several systems capable of attaining between 90 and 95% word accuracy for speaker-independent recognition, of a 1000-word vocabulary, spoken fluently for a task with a perplexity (average word branching factor) of about 60. There are several factors which account for the high performance achieved by these systems, including the use of hidden Markov model (HMM) methodology, the use of context-dependent sub-word units, the representation of between-word phonemic variations, and the use of corrective training techniques to emphasize differences between acoustically similar words in the vocabulary. In this paper we describe one of the large vocabulary speech-recognition systems which is being investigated at AT&T Bell Laboratories, and discuss the methods used to provide high word-recognition accuracy. In particular we focus on the techniques used to provide the acoustic models of the sub-word units (both context-independent and context-dependent units), and discuss the resulting system performance as a function of the type of acoustic modeling used.","['C.H. Lee', 'L.R. Rabiner', 'R. Pieraccini', 'J.G. Wilpon']",April 1990,Computer Speech & Language,[],Acoustic modeling for large vocabulary speech recognition
225,"Learning techniques based on the Hidden Markov Model (HMM) assumption have proved efficient in various facets of speech analysis. The application of HMMs to speech unit modelling suffers, however, from one major deficiency; the implicit state occupancy distribution which is a geometric process is inadequate to model speech segment duration. To avoid this drawback, we propose to replace the underlying Markov chain by a semi-Markov chain, a more general framework where the state occupancy is explicitly modelled by an appropriate probability density function, in our case a gamma distribution.Due to particular dependency properties inside the semi-Markov chain, the direct adaptation of the Forward-Backward algorithm to the Hidden Semi-Markov Model (HSMM) assumption leads to rather complicated solutions for the training task. With the aim of simplification, we propose to adapt the Derin's scheme, originally developed in the field of image segmentation. One important characteristic of this scheme is its a-posteriori probability formalism which implicitly introduces a normalization at each step of the basic recursions. This allows us to solve in a rigorous and efficient manner the well known underflow problem in the training task.The re-estimation formulas for the HSMM parameters are derived according to a maximum likelihood criterion. Derin's algorithm for HSMMs is presented and a practical implementation is detailed. Results are given on a 130 isolated-word recognition task.","['Y. Guédon', 'C. Cocozza-Thivent']",April 1990,Computer Speech & Language,[],Explicit state occupancy modelling by hidden semi-Markov models: application of Derin's scheme☆
226,"It is not too difficult to select a fairly small (on the order of 20 000 words) fixed recognition vocabulary that will cover over 99% of new input words when the task is limited to text in a specific knowledge domain and when one disregards names and acronyms. Achieving such a level of coverage is much more difficult when restrictions on knowledge domain and names are lifted, however. This report describes how we selected a 75 000-word English recognition vocabulary that covers over 98% of words in new newspaper text, including names and acronyms. Observations collected during the vocabulary selection process indicate the limiting factors for coverage of general knowledge domain text such as newspaper stories.","['Philip F. Seitz', 'Vishwa N. Gupta', 'Matthew Lennig', 'Patrick Kenny', 'Li Deng', ""Douglas O'Shaughnessy"", 'Paul Mermelstein']",April 1990,Computer Speech & Language,[],A dictionary for a very large vocabulary word recognition system☆
228,"It is argued that the prosodic feature stress is useful in constraining the number of hypotheses a speech recognition system produces. A probabilistic algorithm is described for the estimation of the lexical stress pattern of English words from the acoustic signal using hidden Markov models (HMMs) with continuous asymmetric Gaussian probability density functions. Adopting binary (stressed or unstressed) syllable models, two five-state HMMs of the left-to-right type were generated, one for each value of the binary opposition. Training observation vectors were extracted from a corpus of bisyllabic stress-minimal word pairs, where each word occurred in a continuously spoken sentence. The vectors consisted of nine acoustic measurements based on fundamental frequency, syllabic energy and coarse linear prediction spectra. Evaluation of both stressed and unstressed models using a new set of recordings of the same word pairs yielded an average syllable-stress recognition rate of 94%.","['G.J. Freij', 'F. Fallside', 'C. Hoequist', 'F. Nolan']",January 1990,Computer Speech & Language,[],Lexical stress estimation and phonological knowledge☆
229,"The “reduced auditory representation”, or RAR, provides a compact, but comprehensive, description of basilar membrane displacement in a form which is both closely related to overall neural firing statistics and suitable for direct presentation to existing speech recognition algorithms.This paper gives a detailed description of the RAR analysis and defines a preliminary version of a “position-tolerant” distance measure, which could be used with most high resolution representations of speech. The results of recognition experiments are then presented, illustrating the dramatic improvements which can be obtained when the discrimination measure is matched to the data representation.",['S.W. Beet'],January 1990,Computer Speech & Language,[],Automatic speech recognition using a reduced auditory representation and position-tolerant discrimination
230,"Using an entropy argument, it is shown that stochastic context-free grammars (SCFG's) can model sources with hidden branching processes more efficiently than stochastic regular grammars (or equivalently HMM's). However, the automatic estimation of SCFG's using the Inside-Outside algorithm is limited in practice by its O(n3) complexity. In this paper, a novel pre-training algorithm is described which can give significant computational savings. Also, the need for controlling the way that non-terminals are allocated to hidden processes is discussed and a solution is presented in the form of a grammar minimization procedure.","['K. Lari', 'S.J. Young']",January 1990,Computer Speech & Language,[],The estimation of stochastic context-free grammars using the Inside-Outside algorithm
231,"This paper describes recent and future work on the sphinx speech recognition system at Carnegie Mellon. Sphinx is a large-vocabulary speaker-independent continuous speech recognizer based on discrete hidden Markov models. Sphinx uses multiple codebooks of LPC-derived features, and phonetic units that model function words and phrases, as well as within and between word generalized triphones. Sphinx is first trained with the Forward-Backward algorithm, and then with the corrective training algorithm. On a 997-word task, sphinx attained accuracies of 96% with a grammar (perplexity 60), and 82% without grammar (perplexity 997). This paper describes the sphinx System and its performance in detail, as well as outlines our future work.","['Kai-Fu Lee', 'Hsiao-Wuen Hon', 'Mei-Yuh Hwang', 'Sanjoy Mahajan']",January 1990,Computer Speech & Language,[],Recent progress and future outlook of the SPHINX speech recognition system
232,"This paper presents the basic phonological rhythm rule used in the intonation component of the Edinburgh University Centre for Speech Technology Research (CSTR) text-to-speech system, and shows how stress-shift phenomena can be incorporated into such a rule. The first part of the paper discusses the need for rhythm rules in speech synthesis and outlines the operation of the CSTR rule. The second part discusses the implications of such a rule for lexical stress and the applicability of its output to synthesis by rule.",['A.I.C. Monaghan'],January 1990,Computer Speech & Language,[],Rhythm and stress-shift in speech synthesis
233,"When computing linear prediction (LP) parameters of speech, large numbers of data are uninformative in a certain set-theoretic sense, and the expense of updating the estimates at these times can be avoided. “Set-membership” (SM) identification is formulated as a weighted recursive covariance LP problem with a special criterion for dynamic weight determination. An algorithm is developed which can be implemented on a systolic processor if desired, but which retains a simple interpretation as a specially weighted convariance LP method. The algorithm is applied to identification of the LP parameters of real speech data, and a number of practical issues are discussed. The potential for an adaptive strategy and other open research questions generated by the experimental work are discussed in the conclusions.","['John R. Deller', 'T.C. Luk']",October 1989,Computer Speech & Language,[],Linear prediction analysis of speech based on set-membership theory☆
234,This paper describes work performed as part of the U.K. Alvey sponsored Voice Operated Database Inquiry System (VODIS) project in the area of intelligent dialogue control. The principal aims of the work were to develop a habitable interface for the untrained user; to investigate the degree to which dialogue control can be used to compensate for deficiencies in recognition performance; and to examine the requirements on dialogue control for generating natural speech output. A data-driven methodology is described based on the use of frames in which dialogue topics are organized hierarchically. The concept of a dynamically adjustable scope is introduced to permit adaptation to recognizer performance and the use of historical and hierarchical contexts are described to facilitate the construction of contextually relevant output messages.,"['S.J. Young', 'C.E. Proctor']",October 1989,Computer Speech & Language,[],The design and implementation of dialogue control in voice operated database inquiry systems
235,"An approach to the problem of inter-speaker variability in automatic speech recognition is described which exploits systematic vowel differences in a two-stage process of adaptation to individual speaker characteristics. In stage one, an accent identification procedure selects one of four gross regional English accents on the basis of vowel quality differences within four calibration sentences. In stage two, an adjustment procedure shifts the regional reference vowel space onto the speaker's vowel space as calculated from the accent identification data. Results for 58 speakers from the four regional accent areas are presented.","['W.J. Barry', 'C.E. Hoequist', 'F.J. Nolan']",October 1989,Computer Speech & Language,[],An approach to the problem of regional accent in automatic speech recognition☆
236,"This paper explores the number of word boundaries which can be detected from sequences of phonemes and broad classes in continuous speech transcriptions. In the first part of the paper, word boundaries are detected from sequences of three phonemes which occur across word boundaries but which are excluded word internally. When such sequences are matched against phonemic transcriptions of 145 utterances, it is shown that around 37% of all word boundaries can be correctly identified. When the same transcriptions are represented by broad classes rather than phonemes, a knowledge of sequences which span word boundaries but which do not occur word internally is almost completely ineffective for the purpose of word boundary detection. Instead, it is shown that a version of the model discussed in Cutler & Norris 1988 based on the distinction between “strong” and “weak” vowels enables over 40% of word boundaries to be correctly located at the broad class level although many word boundaries are also inserted at inappropriate points. The implications of these kinds of word boundary detection strategies for models of lexical access in a continuous speech recognizer are also discussed.","['Jonathan Harrington', 'Gordon Watson', 'Maggie Cooper']",October 1989,Computer Speech & Language,[],Word boundary detection in broad class and phoneme strings☆
243,"A 560-unit neural network with two layers of modifiable connections was trained by means of back-propagation to disambiguate the syntactic categories of words in samples of text taken from the Brown Corpus. After training, the network was able to successfully disambiguate words in previously unanalyzed text with 95% accuracy, a performance level comparable to the best current computational techniques for the disambiguation of syntactic function. The model incorporates plausible psychological constraints on its input and output representations, and exhibited human-like behavior during parts of the learning process. The network's success suggests that syntactic category disambiguation may be mainly a low-level, bottom-up process with little dependence on the recognition of higher-level syntactic structures. Although the network simulates only a restricted component of the human language processing mechanism, its intrinsic ability to use partially formed data should allow it to be easily integrated into a full-scale language comprehension system. The model's overall performance level, along with its psychological plausibility, indicates that neural networks may be a new and useful approach to building human language processing models.","['Julian Benello', 'Andrew W. Mackie', 'James A. Anderson']",July 1989,Computer Speech & Language,[],Syntactic category disambiguation with neural networks
244,"The use of “high level” knowledge sources in recognizing continuous speech is aimed at reducing the hypothesis space generated by acoustic-phonetic analysis. In this, a sentence parser can be a basic resource, provided that it can deal with the ambiguity of the input and with the fact that fragments may have been recognized even hypothetically. One of the most successful techniques for parsing natural language is chart parsing. Chart parsing is directional in the sense that it works from a starting point (usually the beginning of the sentence) and usually proceeds to the right. We describe the concept of a chart that works outward from islands (reliably recognized fragments), makes sense of as much of the sentence as possible, and then goes on to make predictions about missing fragments.","['Oliviero Stock', 'Rino Falcone', 'Patrizia Insinnamo']",July 1989,Computer Speech & Language,[],Bidirectional charts: a potential technique for parsing spoken natural language sentences
245,"A semi-continuous hidden Markov model, which can be considered as a special form of continuous mixture hidden Markov model with the continuous output probability density functions sharing in a mixture Gaussian density codebook, is proposed in this paper. The semicontinuous output probability density function is represented by a combination of the discrete output probabilities of the model and the continuous Gaussian density functions of a mixture Gaussian density codebook. The amount of training data required, as well as the computational complexity of the semi-continuous hidden Markov model, can be significantly reduced in comparison with the continuous mixture hidden Markov model. Parameters of the vector quantization codebook and hidden Markov model can be mutually optimized to achieve an optimal model/codebook combination, which leads to a unified modelling approach to vector quantization and hidden Markov modelling of speech signals. Experimental results are included which show that the recognition accuracy of the semi-continuous hidden Markov model is measurably higher than both the discrete and the continuous hidden Markov model.","['X.D. Huang', 'M.A. Jack']",July 1989,Computer Speech & Language,[],Semi-continuous hidden Markov models for speech signals
246,"This paper presents a method for the recognition of lexical tones in Mandarin speech based on vector quantization and hidden Markov models. A Kay Visi-Pitch 6087DS is used to extract the fundamental frequency (F0) contour. The features for the recognition of lexical tones are derived from an F0 contour within the voiced part of a syllable. Markov models are generated for the four monosyllabic tones and for 15 disyllabic tone pairs based on these derived features. A Viterbi algorithm is applied to find the probability scores of a test tone scored by the models during the recognition phase. In speaker-independent tone recognition experiments, the average recognition rate was 97·9% for isolated monosyllabic words, 92·9% for disyllabic words, and 91·0% for trisyllabic words. The decline comes from the tone variation and the coarticulation between syllables.","['Lih-Cherng Liu', 'Wu-Ji Yang', 'Hsiao-Chuan Wang', 'Yueh-Chin Chang']",July 1989,Computer Speech & Language,[],Tone recognition of polysyllabic words in Mandarin speech
247,"Recent studies have suggested that recognition systems should concentrate their efforts on the identification of stressed syllables, as they contain disproportionately more information than do unstressed syllables. The paper investigates whether this increased informativeness may be outweighed by the informational disadvantage associated with transcribing consecutive segments within the same syllable. Phonotactic correlations between such adjacent segments suggest that the most informative transcription of a polysyllabic word may be one where reliable phonemic information is scattered across different syllables. Lexical statistics are presented which support this view. In addition, the paper considers the reasons for the increased informativeness of stressed syllables, and shows that this is because lexical stress preserves vowel distinctions (and hence information) which would otherwise be lost in lexically unstressed syllables.","['Gerry Altman', 'David Carter']",July 1989,Computer Speech & Language,[],"Lexical stress and lexical discriminability: Stressed syllables are more informative, but why?"
248,"This paper proposes a new continuous-speech recognition method by phoneme-based word spotting and time-synchronous context-free parsing. The word pattern is composed of the concatenation of phoneme patterns. The knowledge of syntax is given in Backus normal form. Therefore, our method is task-independent in terms of reference patterns and task language.The system first spots word candidates in an input sentence, and then generates a word lattice. The word spotting is performed by a dynamic time-warping method. Secondly, it selects the best word sequences found in the word lattice from all possible sentences which are defined by a context-free grammar.We propose two time-synchronous context-free parsing algorithms. One is time-synchronous in terms of the ending times of spotted words. This is an extension of the augmented continuous DP algorithm proposed by the author. The other is time-synchronous in terms of the ending times of generated partial sentences. The latter algorithm predicts the words following a partial sentence and then concatenates a spotted word found in the set of predicted words and the partial sentence.We applied the above algorithms to the continuous speech of English sentences which were related to “electronic mail” and confirmed that it worked well.",['Sei-ichi Nakagawa'],July 1989,Computer Speech & Language,[],Speaker-independent continuous-speech recognition by phoneme-based word spotting and time-synchronous context-free parsing☆
249,"This paper describes a digital filter simulation of basilar membrane vibration, in which the cochlea is represented as a cascade of 128 filters. The parameters of each filter are determined from the mechanical characteristics of the basilar membrane at corresponding points. Using this model, it is possible to simulate, at each point, the waveform of the sound pressure in the cochlear fluid, as well as the deflection of the membrane itself. A significant advantage of this practical model is that the computation time is considerably shortened in comparison with other similar models and it thus has application as a front-end processor in speech recognition systems.This work can be used as a basis for developing a cochlear model which includes active elements in the cochlea in line with the most recent findings in this field.","['Eliathamby Ambikairajah', 'Norman D. Black', 'Robert Linggard']",April 1989,Computer Speech & Language,[],Digital filter simulation of the basilar membrane
250,"A back-propagation network is investigated as a new approach to the automatic discrimination of spoken minimally distinct word pairs. The choice of the parameters for the network is discussed and experimental results are reported. A comparison is made with hidden Markov modelling applied to the same data. The results, for this particular task, show that the discrimination accuracy obtained using a particular back-propagation network is superior to that attained using hidden Markov modelling.","['R.K. Moore', 'S.M. Peeling']",April 1989,Computer Speech & Language,[],Minimally distinct word-pair discrimination using a back-propagation network
251,"This paper presents an approach to text-independent speaker identification by short utterances. In the training stage, in order to utilize both phoneme-dependent and phoneme-independent speaker information and also to reduce the variation due to phonemes, discriminant analysis is applied to multiple subspaces in an observation space. In each resultant speaker discriminant space, each speaker is characterized by a Gaussian probability density function. The decision is based on a likelihood measure derived from the single subspace to which an unknown vector is automatically assigned by a minimum distance classification rule on a phoneme discriminant space. The observation vectors consist of the 20 cepstrum coefficients and pitch frequency obtained from every 40 ms voiced segment. The choice of subspaces as well as several likelihood measures for a single and multiple vectors are examined through speaker identification for a 10-speaker population. The use of eight extensively overlapped subspaces attains high accuracy for short utterances with a relatively small training data, providing 90% for 0·5 s to 100% for 1·4 s of voiced speech even for test data recorded six months after training.",['Hiroshi Matsumoto'],April 1989,Computer Speech & Language,[],Text-independent speaker identification from short utterances based on piecewise discriminant analysis☆
252,"Several ways for making the signal processing in an isolated word speech recognition system more robust against large variations in the background noise level are presented. Isolated word recognition systems are sensitive to accurate silence detection, and are easily overtrained on the specific noise circumstances of the training environment. Spectral subtraction provides good noise immunity in the cases where the noise level is lower or slightly higher in the testing environment than during training. Differences in residual noise energy after spectral subtraction between a clean training and noisy testing environment can still cause severe problems. The usability of spectral subtraction is largely increased if complemented with some extra noise immunity processing. This is achieved by the addition of artificial noise after spectral subtraction or by adaptively re-estimating the noise statistics during a training session. Both techniques are almost equally successful in dealing with the noise. Noise addition achieves the additional robustness that the system will never be allowed to learn about low amplitude events that might not be observable in all environments; this is achieved, however, at a cost that some information is consistently thrown away in the most favorable noise situations.",['Dirk Van Compernolle'],April 1989,Computer Speech & Language,[],Noise adaptation in a hidden Markov model speech recognition system
253,"Connected-word recognition schemes have been successfully applied to a number of speech applications of moderate size and their extension to large vocabulary problems is appealing. Unfortunately, this generalization is not straightforward. Recently, classical schemes for connected-word recognition have been extended to deal with large vocabulary tasks. This paper describes three dynamic time warping-based search procedures for connected-word recognition. These are the one-pass (OP), the level-building (LB), and the two-level algorithms. The latter two procedures are formulated in a frame-synchronous, OP-like data-flow process. This reformulation allows one to generalize algorithm-specific developments to all schemes. Moreover, a natural outcome has been to introduce a beam in the LB process which renders its complexity independent of the number of units in the input string. Finally, the OP and LB processes are shown to be identical when syntactic constraints are applied. This leads to a unified interpretation of both algorithms.","['C. Godin', 'P. Lockwood']",April 1989,Computer Speech & Language,[],DTW schemes for continuous speech recognition: a unified view☆
256,"A fundamental challenge in speech recognition is the discrimination of the acoustic vectors characterizing each speech time-slot into classes of sub-word units. The most popular technique relies on hidden Markov models (HMM) but alternative models could make use of linear or non-linear discriminant functions and also Multilayer Perceptrons (MLP).A common property of these techniques is their learning ability. However, the advantage of discriminant functions and multilayer perceptrons is their possibility to force simultaneously the acceptance of a vector into its own class and its rejection by the rival classes. Ideally, this classification relies on a logical decision with a score invariant for any vector in a given class. Generally, classes are not linearly separable. As linear discriminant functions are not flexible enough to attain both objectives, suitable non-linear discriminant functions could approximate logical decision and achieve non-linear separation. For that purpose, multilayer perceptrons are particularly powerful tools because of their possibility to approximate a very wide range of non-linear functions with a rather restricted set of parameters. The main properties of MLP are pointed out and illustrated by simple examples.The possibility of including discriminant principles in a Dynamic Time Warping process and in a Viterbi-like training is shown.The discriminant properties of HMM, linear discriminant functions and MLP are compared from the point of view of local labeling of the acoustic vectors and of the global recognition.Finally, a phoneme based real task application (50 phonemes, 1000 vocabulary words) is described. It makes use of a particular MLP, based on the NETtalk architecture, and shows how the non-linear discriminant functions and the consideration of the temporal context dependence of the acoustic vectors are useful for the phonetic speech labeling.","['H. Bourlard', 'C.J. Wellekens']",January 1989,Computer Speech & Language,[],Speech pattern discrimination and multilayer perceptrons
257,"Neural networks were trained to classify single 20 ms frames of vowels using either perceptually-based spectral representations or LPC spectra as input. Classification performance was compared with performance of several distance measures using nearest-neighbor and mean-distance decision criteria. The non-network distance measures included LPC-residual and cepstral distance measures used in conventional automatic speech recognition systems, as well as a formant-based measure and a new elastic distance measure that explicitly corrects for the effects of spectral tilt.Using an optimal error rate criterion, vowels were discriminated best using the elastic distance measure with the perceptually-based spectrum. Neural networks with LPC spectra as input performed comparably to the better conventional distance measures. While the performance of networks trained with perceptually-based spectral inputs was poorer than that of networks trained with LPC spectra, the features represented by the hidden nodes of this network were more consistent with factors related to human vowel perception.","['Candace A. Kamm', 'Lynn A. Streeter', 'Yana Kane-Esrig', 'David J. Burr']",January 1989,Computer Speech & Language,[],Comparing performance of spectral distance measures and neural network methods for vowel recognition
258,"Recently, hidden Markov models (HMM) have been applied successfully to both isolated and connected word recognition. However, when the same formulation is adopted for recognition of more confusable vocabularies, like English alphabets, the recognition performance is often less satisfactory. One main reason is that robustness issues, such as model validity, recognition parameter selection, model parameter initialization, model parameter estimation, training sample size, and durational information incorporation, can no longer be ignored. In this paper, a stochastic segment model (SSM) is proposed, which is a simplified HMM, for speech recognition. Three specific robustness issues are then discussed, namely the choice of observation densities, the initialization of model parameters, and the incorporation of duration information. In a step-by-step attempt to address those issues, it was found that the same SSM formulation can still be adopted if acoustic and phonetic knowledge about the vocabulary is taken into account in the model parameter estimation and recognition phases. Testing on the 39-word English alpha-digit vocabulary indicates that the recognition performance, based on conventional HMM techniques, can be signficantly improved if model parameters are adequately initialized and durational information is properly incorporated.",['Chin-Hui Lee'],January 1989,Computer Speech & Language,[],On the use of some robust modeling techniques for speech recognition
259,"The segmental intelligibility of two speech coding methods was evaluated using the modified rhyme test (MRT). In order to investigate how language knowledge and experience affects the perception of coded speech, we used both native and non-native speakers of English as listeners. We used 8 kb/s pitch predictive multi-pulse coding (MPC) and 50 kb/s μ-law PCM as coding methods, along with 120 kb/s unprocessed speech as a control condition. The results indicated that for native listeners, the intelligibility of unprocessed speech was best, followed by PCM and then MPC speech. However, for non-native listeners, the intelligibility of the two types of coded speech was much worse than the unprocessed speech when compared with the performance of the native English listeners. The difference in error rates between MPC and PCM was not significant for non-native listeners. In contrast, for native listeners, the error rate for PCM was significantly less than for MPC speech. Non-native listeners also had a tendency to confuse stops and fricatives more than native listeners, especially in the coded speech. These results suggest that language knowledge and experience play a much more important role in the perception of coded speech than in the perception of unprocessed speech. Furthermore, non-native listeners appear to be much more affected by some of the unique characteristics of coded speech than native listeners. The results have implications for the design and improvement of low bit-rate speech coding methods and for the development of new techniques for perceptual evaluation.","['Kazanori Ozawa', 'John S. Logan']",January 1989,Computer Speech & Language,[],Perceptual evaluation of two speech coding methods by native and non-native speakers of English☆
260,"A parallel processing network derived from Kanerva's associative memory theory Kanerva 1984 is shown to be able to train rapidly on connected speech data and recognize further speech data with a label error rate of 0·68%. This modified Kanerva model can be trained substantially faster than other networks with comparable pattern discrimination properties.Kanerva presented his theory of a self-propagating search in 1984, and showed theoretically that large-scale versions of his model would have powerful pattern matching properties. This paper describes how the design for the modified Kanerva model is derived from Kanerva's original theory. Several designs are tested to discover which form may be implemented fastest while still maintaining versatile recognition performance. A method is developed to deal with the time varying nature of the speech signal by recognizing static patterns together with a fixed quantity of contextual information.In order to recognize speech features in different contexts it is necessary for a network to be able to model disjoint pattern classes. This type of modelling cannot be performed by a single layer of links. Network research was once held back by the inability of single-layer networks to solve this sort of problem, and the lack of a training algorithm for multi-layer networks.Rumelhart, Hinton & Williams 1985 provided one solution by demonstrating the “back propagation” training algorithm for multi-layer networks. A second alternative is used in the modified Kanerva model. A non-linear fixed transformation maps the pattern space into a space of higher dimensionality in which the speech features are linearly separable. A single-layer network may then be used to perform the recognition. The advantage of this solution over the other using multi-layer networks lies in the greater power and speed of the single-layer network training algorithm.","['R.W. Prager', 'F. Fallside']",January 1989,Computer Speech & Language,[],The modified Kanerva model for automatic speech recognition
261,"Linguistic re-write rules are very popular in phonology, as they are well suited to describe phonological processes. These rules can also well be used for string manipulation such as grapheme-to-phoneme (spelling-to-sound) conversion, which is needed in text-to-speech systems.In this paper a tool is presented with which one can develop and test a set of linguistic rules which, together, define a scheme to convert an input string to an output string. One possible application is the design of a grapheme-to-phoneme conversion system.The system is approached from the point of view of linguists, since they are the main users of such a system. The linguist has to specify conversion data, which together with the development system form a conversion system. First the basic system is discussed, viz. the format in which the linguist must present the information, followed by a discussion of how the system supports the development of linguistic rules.A special characteristic of the system is that input-to-output relations are being preserved. Given a rulebase which defines a grapheme-to-phoneme conversion, the system can be used as an analysis tool for statistics on grapheme-to-phoneme relations.The paper is concluded with the discussion of some additional characteristics of the system, which are compared to those of some other systems, and a survey of the applications in which it is used.",['Hugo C. van Leeuwen'],January 1989,Computer Speech & Language,[],A development tool for linguistic rules
262,"Studies of human speech processing have provided evidece for a segmentation strategy in the perception of continuous speech, whereby a word boundary is postulated, and a lexical access procedure initiated, at each metrically strong syllable. The likely success of this strategy was here estimated against the characteristics of the English vocabulary. Two computerized dictionaries were found to list approximately three times as many words beginning with strong syllables (i.e. syllables containing a full vowel) as beginning with weak syllables (i.e. syllables containing a reduced vowel). Consideration of frequency of lexical word occurrence reveals that words beginning with strong syllables occur on average more often than words beginning with weak syllables. Together, these findings motivate an estimate for everyday speech recognition that approximately 85% of lexical words (i.e. excluding function words) will begin with strong syllables. This estimate was tested against a corpus of 190 000 words of spontaneous British English conversion. In this corpus, 90% of lexical words were found to begin with strong syllables. This suggests that a strategy of postulating word boundaries at the onset of strong syllables would have a high success rate in that few actual lexical word onsets would be missed.","['Anne Cutler', 'David M. Carter']",September–December 1987,Computer Speech & Language,[],The predominance of strong initial syllables in the English vocabulary☆
263,"A vector quantization based talker recognition system is described and evaluated. The system is based on constructing highly efficient short-term spectral representations of individual talkers using vector quantization codebook construction techniques. Although the approach is intrinsically text-independent, the system can be easily extended to text-dependent operation for improved performance and security by encoding specified training word utterances to form word prototypes. The system was evaluated using a 100-talker database of 20 000 digits spoken in isolation. In a talker verification mode, average equal-error rate performance of 2·2% for text-independent operation and 0·3% for text-dependent operation was obtained for 7-digit long test utterances. Because the evaluation database was restricted to the vocabulary of spoken digits, the text-independent operation of the system has not been formally tested beyond the confines of that vocabulary.","['A.E. Rosenberg', 'F.K. Soong']",September–December 1987,Computer Speech & Language,[],Evaluation of a vector quantization talker recognition system in text independent and text dependent modes
264,"This paper describes a parser for processing spontaneous spoken utterances which deals with both dislocation and “noise” phenomena. The parser is built upon a timetable corpus collected in an information center of the SNCF (French railway company). With spontaneous speech we consider that the only relevant problems are those that have been found in a corpus. Our corpus has been recorded in a human/machine situation and in a human/human situation in order to observe how the linguistic behavior provoked by the machine, changes automatic processing.As this work deals with cognitive levels, ALORS processes a keyboard input. Using a skimming strategy, it takes into account some aspects of speech recognition, and we evaluate its compatibility with word spotting speech recognition.",['D. Luzzati'],September–December 1987,Computer Speech & Language,[],ALORS: a skimming parser for spontaneous speech processing
266,"Hidden Markov Models are used in an experiment to investigate how state occupancy corresponds to prosodic parameters and spectral balance. In order to define separate sub-classes in the data using a maximum likelihood approach, modelling was performed using a single model where individual states correspond to different categories without assuming the structure of the data, rather than manually segmenting the data and modelling each predefined category separately.The results indicate a significant content of segmental information in the prosodic parameters, but the results based on the time-alignment of the model states with the feature vectors are in a form which is not directly usable in a recognition environment. The classification of various phonetic categories is particularly consistent for vowels and nasals and is generally better for voiced than unvoiced speech. The classification is also robust to influences of segmental effects on the data, with consistent alignments with segments regardless of the type of neighbouring phenemes.","['Andrej Ljolje', 'Frank Fallside']",September–December 1987,Computer Speech & Language,[],Modelling of speech using primarily prosodic parameters
267,"The effect of the coefficients used in the conventional back propagation algorithm on training connectionist models is discussed, using a vowel recognition task in speech processing as an example. Some weaknesses of the use of fixed coefficients are described and an adaptive algorithm using variable coefficients is presented. This is found to be efficient and robust in comparison with the fixed parameter case, to give fast near optimal training and to avoid trial and error choice of fixed coefficients. It has also been successfully used in a vision processing application.","['L.-W. Chan', 'F. Fallside']",September–December 1987,Computer Speech & Language,[],An adaptive training algorithm for back propagation networks
268,"The acoustic modeling problem in automatic speech recognition is examined from an information-theoretic point of view. This problem is to design a speech-recognition system which can extract from the speech waveform as much information as possible about the corresponding word sequence. The information extraction process is broken down into two steps: a signal-processing step which converts a speech waveform into a sequence of information-bearing acoustic feature vectors, and a step which models such a sequence. We are primarily concerned with the use of hidden Markov models to model sequences of feature vectors which lie in a continuous space. We explore the trade-off between packing information into such sequences and being able to model them accurately. The difficulty of developing accurate models of continuous-parameter sequences is addressed by investigating a method of parameter estimation which is designed to cope with inaccurate modeling assumptions.","['Lalit R. Bahl', 'Peter F. Brown', 'Peter V. de Souza', 'Robert L. Mercer']",September–December 1987,Computer Speech & Language,[],Speech recognition with continuous-parameter hidden Markov models
269,"A technique for the assignment of word stress to isolated British English words is described. The input form of the word contains both morphological and phonological information. The input phonological form is more abstract than the normal phonemic transcription. All vowels are shown in unreduced form, allowing the stress rules to condition the subsequent reduction. The morphological analysis is based on a simple set of morpheme types.The input string is parsed into stress foot units. The stress foot units form the basis for the assignment of primary and secondary word stress. Unstressed vowels are reduced and certain other vowel modifications are performed.The results of testing the technique are compared with the performance of an affix-based method. The technique accounts for slightly more data than this taxonomic approach; this is because the latter uses a morphological shorthand to encode what are essentially phonological facts. The performance of the technique is also compared with that of two further methods and is found to be more satisfactory on both the theoretical and the practical levels.",['Briony Williams'],September–December 1987,Computer Speech & Language,[],Word stress assignment in a text-to-speech synthesis system for British English
270,"This study assesses the effect of using different phonological units on parsing a given string of phonemes into words in a continuous speech recognizer. It is shown that when an input utterance is encoded using a representation intermediate between the broad-classes, in Huttenlocher & Zue 1984, and the 44 phonemes of Received Pronunciation, the input can be parsed into more than 10 million different word-strings; and that even when all 44 phonemes are implemented, some input utterances can still be parsed into in excess of 10 000 different word-strings. The results suggest that there is insufficient information in a mid-class representation for post-lexical processing to identify the target word-string.","['Jonathan Harrington', 'Anne Johnstone']",September–December 1987,Computer Speech & Language,[],The effects of equivalence classes on parsing phonemes into words in continuous speech recognition
